MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,4.499809670330265,9.48910782703839,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2008,2009,Hip,CompShg,Stucco,CmentBd,,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002,2002,GasA,Ex,Y,SBrkr,7.610357618312838,0,No Feature,7.610357618312838,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Ex,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,4.976733742420574,4.343805421853684,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2010,WD,Normal,12.843973993864076
50,RL,4.467439512522012,9.55400099583723,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,"(7.0, 10.0]","(7.0, 9.0]",1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,6.450470422144176,TA,Gd,CBlock,TA,TA,Mn,Rec,5.262690188904886,Unf,0.0,536,728,GasA,Ex,Y,SBrkr,7.585281078639126,1479,No Feature,8.145549631783584,"(-0.001, 1.0]","(-0.001, 2.0]","(2.0, 3.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(1.0, 3.0]",Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,5.752572638825633,2.5649493574615367,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,5,2008,WD,Normal,12.850557278777309
50,RL,4.3694478524670215,9.336532397213942,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(0.999, 5.0]",1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,BLQ,6.133398042996649,Unf,0.0,414,874,GasW,TA,Y,FuseA,6.774223886357614,650,No Feature,7.329749689041512,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1958.0,Unf,1,315,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,7,2007,WD,Normal,11.87757552297847
40,RL,4.640537329825382,10.068832485122966,Pave,NoAlley,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(5.0, 7.0]",1979,1979,Shed,WdShake,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.138073034044347,Unf,0.0,74,1332,GasA,TA,Y,SBrkr,7.195187320178709,192,No Feature,7.329749689041512,"(1.0, 3.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,5.594711379601839,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,12.468440756144114
20,RL,4.26549281841793,9.122273893107732,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,"(5.0, 6.0]","(5.0, 7.0]",1968,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1489,1489,GasA,Gd,Y,SBrkr,7.306531398939505,0,No Feature,7.306531398939505,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2009,WD,Normal,12.132162346145595
20,RL,4.340336207619672,9.512442967089195,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,4.74493212836325,TA,TA,CBlock,TA,TA,No,BLQ,6.329720905522696,LwQ,5.929589143389895,0,935,GasA,TA,Y,SBrkr,6.841615476477592,0,No Feature,6.841615476477592,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1965.0,Unf,1,288,TA,TA,Y,5.198497031265826,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,11,2006,WD,Normal,11.827743504053695
80,RL,4.8283137373023015,9.351232110673664,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(5.0, 7.0]",1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,4.442651256490317,TA,TA,CBlock,TA,TA,Av,ALQ,6.579251212010101,Unf,0.0,300,1019,GasA,Gd,Y,SBrkr,7.213768308118642,0,No Feature,7.213768308118642,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Ex,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0.0,0.0,0.0,No Feature,5.099866427824199,No Feature,NoPool,GdPrv,NoFeature,No Feature,5,2008,WD,Normal,12.083910661257521
50,RL,3.9889840465642745,8.587278798982926,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(5.0, 7.0]",1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,661,661,GasA,Ex,Y,SBrkr,6.495265555937008,589,No Feature,7.1316985104669115,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,5.493061443340548,0.0,4.406719247264253,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2007,WD,Normal,11.842236406331555
90,RL,4.564348191467836,9.336620537886512,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,"(0.999, 5.0]","(0.999, 5.0]",1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,6.342121418721152,TA,TA,CBlock,TA,TA,No,Rec,5.3981627015177525,Unf,0.0,708,928,GasA,Gd,Y,FuseA,6.834108738813838,992,No Feature,7.560601162768557,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(1.0, 3.0]",TA,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2007,WD,Normal,11.827743504053695
60,RL,4.355853760369858,9.467846701917901,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(5.0, 7.0]",1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,6.386879319362645,Unf,0.0,130,723,GasA,TA,Y,SBrkr,6.601230118728877,660,No Feature,7.241366283322318,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,5.68697535633982,4.762173934797756,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2009,WD,Normal,11.995357787034976
80,RL,4.4597589832142335,9.790990521308983,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,"(5.0, 6.0]","(0.999, 5.0]",1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.886104031450156,TA,TA,CBlock,Gd,TA,Av,ALQ,6.270988431858299,Unf,0.0,1152,1680,GasA,Fa,Y,SBrkr,7.45298232946546,0,No Feature,7.45298232946546,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2009,WD,Normal,12.19552218463499
60,RL,4.330733340286331,9.156306483483696,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2002,2002,Gable,CompShg,VinylSd,VinylSd,NoMasonry,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.690842277418564,Unf,0.0,324,1128,GasA,Ex,Y,SBrkr,7.029087564149662,903,No Feature,7.616775808698373,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0.0,5.356586274672012,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2008,WD,Normal,12.37581963951765
50,C (all),4.110873864173311,8.922791623969637,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,"(0.999, 5.0]","(0.999, 5.0]",1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698,698,GasA,TA,Y,FuseA,6.54965074223381,430,No Feature,7.029087564149662,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1980.0,RFn,2,528,TA,TA,Y,3.4339872044851463,0.0,5.10594547390058,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,COD,Abnorml,11.133142723386813
20,RL,4.219507705176107,9.191055610564316,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.709530201312334,Gd,TA,PConc,Gd,TA,No,GLQ,6.670766320845874,Unf,0.0,785,1573,GasA,Ex,Y,SBrkr,7.3613754289773485,0,No Feature,7.3613754289773485,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2002.0,RFn,2,544,TA,TA,Y,0.0,4.290459441148391,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2009,WD,Normal,12.33270970174018
20,RL,3.9318256327243257,8.99342737041261,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.007333185232471,TA,TA,CBlock,Gd,TA,No,ALQ,6.960347729101308,Unf,0.0,256,1309,GasA,TA,Y,SBrkr,7.200424892944957,0,No Feature,7.200424892944957,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0.0,4.07753744390572,0.0,No Feature,4.51085950651685,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2006,WD,Normal,12.100717685412471
20,RL,4.127134385045092,9.082620630373812,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,6.278521424165844,Rec,4.976733742420574,364,1040,GasA,TA,Y,SBrkr,6.947937068614969,0,No Feature,6.947937068614969,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1977.0,Unf,2,484,TA,TA,Y,0.0,0.0,0.0,No Feature,5.666426688112432,No Feature,NoPool,NoFence,NoFeature,No Feature,9,2009,WD,Normal,11.921725007667265
90,RL,4.553876891600541,9.148571345578551,Pave,NoAlley,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,"(5.0, 6.0]","(0.999, 5.0]",1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,912,912,GasA,TA,Y,SBrkr,6.816735880594968,912,No Feature,7.509335266016592,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(1.0, 2.0]","(3.0, 8.0]","(1.0, 3.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,4.859812404361672,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,11.842236406331555
50,RL,3.9318256327243257,9.173572647783969,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(5.0, 7.0]",1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,804,804,GasA,Ex,Y,SBrkr,7.438383530044307,748,No Feature,7.803026643632217,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Min2,"(-0.001, 1.0]",Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,5.60947179518496,0.0,3.7612001156935624,No Feature,4.762173934797756,No Feature,NoPool,NoFence,NoFeature,No Feature,3,2010,WD,Normal,12.037659911047468
50,RM,3.9318256327243257,8.699681400989514,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(5.0, 7.0]",1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780,780,GasA,Ex,Y,FuseF,6.716594773520978,587,No Feature,7.253470382684528,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,3.828641396489095,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2009,WD,Normal,11.794345471549745
20,RL,4.2243976904702984,9.189218875354072,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,6.113682179832232,TA,TA,CBlock,TA,TA,No,ALQ,6.345636360828596,Rec,4.406719247264253,678,1328,GasA,TA,Y,SBrkr,7.192182058713246,0,No Feature,7.192182058713246,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(1.0, 3.0]",Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0.0,3.295836866004329,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2010,WD,Normal,11.870606902224587
20,RL,4.396093891885317,10.505094936455558,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,6.432940092739179,TA,Gd,CBlock,TA,TA,Av,Rec,6.70073110954781,Unf,0.0,812,1624,GasA,Fa,Y,SBrkr,7.367077059881012,0,No Feature,7.367077059881012,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1964.0,Unf,2,390,TA,TA,N,5.1298987149230735,5.293304824724492,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2006,WD,Normal,12.154784614286667
120,RL,3.713572066704308,8.642062173462106,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,"(7.0, 10.0]","(0.999, 5.0]",2000,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,7.055312843339752,Unf,0.0,343,1501,GasA,Ex,Y,SBrkr,7.414572881350589,0,No Feature,7.414572881350589,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Ex,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,5.3612921657094255,4.0943445622221,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,10,2009,WD,Normal,12.535379989788607
60,RL,4.465908118654584,9.311632623458054,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,6.670766320845874,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1085,1085,GasA,Ex,Y,SBrkr,7.02197642307216,850,No Feature,7.58629630715272,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Ex,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,5.181783550292085,4.31748811353631,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,10,2006,New,Partial,12.546113507028412
80,RL,4.401011934584962,9.554851637414007,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,"(0.999, 5.0]","(5.0, 7.0]",1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,4.465908118654584,TA,TA,PConc,TA,TA,Av,GLQ,6.922643891475888,Unf,0.0,138,1152,GasA,TA,Y,SBrkr,7.050122520269059,0,No Feature,7.050122520269059,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,5.429345628954441,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,12.103491596905931
160,RM,3.091042453358316,7.427144133408616,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,"(0.999, 5.0]","(5.0, 7.0]",1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,5.594711379601839,TA,TA,CBlock,TA,TA,No,ALQ,5.44673737166631,Unf,0.0,399,630,GasA,TA,Y,SBrkr,6.447305862541213,672,No Feature,7.172424577124845,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1972.0,Unf,1,264,TA,TA,Y,5.225746673713202,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2009,WD,Normal,11.691080018519527
70,RM,4.110873864173311,8.79497643168877,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,"(0.999, 5.0]","(0.999, 5.0]",1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,994,994,GasA,TA,N,SBrkr,7.229113877793302,994,No Feature,7.771910256435763,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(1.0, 3.0]",TA,"(8.0, 14.0]",Min2,"(-0.001, 1.0]",NoFirePlace,Attchd,1985.0,RFn,1,432,TA,TA,Y,0.0,5.662960480135946,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2009,WD,Normal,11.58525542883217
60,RL,4.3694478524670215,9.224341891611996,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,5.272999558563747,Unf,0.0,638,832,GasA,TA,Y,SBrkr,6.725033642166843,832,No Feature,7.417580402414544,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0.0,3.367295829986474,0.0,No Feature,5.560681631015528,No Feature,NoPool,GdWo,NoFeature,No Feature,3,2006,WD,Normal,12.000897933306716
20,RL,4.110873864173311,9.00859131751613,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1955,1990,Hip,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.123963979403259,Unf,0.0,697,864,GasA,TA,Y,SBrkr,6.762729506931879,0,No Feature,6.762729506931879,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1957.0,Unf,2,572,TA,TA,N,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2006,WD,Normal,11.652696102959753
20,RL,4.2626798770413155,9.036106025364846,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.1298987149230735,TA,TA,CBlock,TA,TA,Av,BLQ,6.92461239604856,Unf,0.0,36,1052,GasA,Gd,Y,SBrkr,6.959398512133975,0,No Feature,6.959398512133975,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1968.0,RFn,1,288,TA,TA,Y,5.877735781779639,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,11,2006,WD,Normal,11.83863282480007
20,RL,4.394449154672439,9.071193240566025,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.003946305945459,TA,Gd,CBlock,TA,TA,Mn,ALQ,6.655440350367647,Unf,0.0,344,1120,GasA,Gd,Y,SBrkr,7.029087564149662,0,No Feature,7.029087564149662,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1963.0,RFn,2,525,TA,TA,Y,5.262690188904886,3.044522437723423,4.820281565605037,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,12,2008,WD,Normal,11.951186847493476
180,RM,3.58351893845611,8.209580483475577,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,"(5.0, 6.0]","(0.999, 5.0]",2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.418840607796598,TA,TA,PConc,Gd,TA,Gd,GLQ,6.306275286948016,Unf,0.0,0,547,GasA,Gd,Y,SBrkr,6.9782137426306985,0,No Feature,6.9782137426306985,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Basment,2005.0,Fin,2,525,TA,TA,Y,0.0,3.8066624897703196,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2006,New,Partial,11.849404844423074
