MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotalBsmtSF_1stFlrSF_PC,2ndFlrSF_GrLivArea_PC,LotArea_LotFrontage_PC
20,RL,NoAlley,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,GasA,TA,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1977.0,RFn,2,714,TA,TA,Y,264,32,0,0,0,NoPool,NoFence,WD,Normal,196000,509.57066379979756,-346.9923762283451,0.08669976262353174
30,RL,NoAlley,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972.0,Unf,2,495,TA,TA,Y,0,0,216,126,0,NoPool,NoFence,WD,Normal,144000,-142.42939859596754,-346.9925253020571,0.1453808482293386
20,RL,NoAlley,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,GasA,TA,Y,SBrkr,1,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,1988.0,Unf,2,840,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,COD,Abnorml,139000,-105.42951923995656,-346.99262827565144,-0.2362050207219788
60,RL,NoAlley,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,GasA,Ex,Y,SBrkr,1,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976.0,Unf,2,484,TA,TA,Y,448,96,0,0,0,NoPool,NoFence,WD,Normal,197500,-277.4294166224978,433.0076127333535,0.16839695683061962
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,GasA,Ex,Y,SBrkr,1,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006.0,RFn,3,1052,TA,TA,Y,125,144,0,0,0,NoPool,NoFence,New,Partial,424870,408.57064231074514,1015.0077479953195,0.14839912607767936
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,5,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,24,0,0,0,NoPool,NoFence,WD,Normal,80000,-51.42949674061913,-346.99260037710866,-0.03571069561126272
190,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,Grav,Fa,N,FuseA,1,1,0,2,1,Fa,5,Typ,0,NoFirePlace,Detchd,1941.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,NoPool,MnPrv,WD,Normal,80000,-385.4296709243051,-94.99267565382783,0.20817346184642993
50,RM,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,GasA,Ex,Y,SBrkr,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928.0,Unf,1,225,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Family,149000,-15.429482654020376,187.00755825878576,-0.4470411956272642
20,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,GasA,TA,Y,SBrkr,1,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2,403,TA,TA,Y,165,26,0,0,0,NoPool,NoFence,WD,Normal,180000,240.5706004317085,-346.9924714943173,0.3048977217807227
70,RL,NoAlley,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,GasA,Ex,Y,SBrkr,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1,234,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,174500,-353.4295370496458,357.0075326139068,0.299548173178124
50,RM,NoAlley,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,GasA,TA,Y,SBrkr,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1,288,TA,TA,Y,0,0,176,0,0,NoPool,NoFence,WD,Normal,116900,-485.4297457549684,192.00738077755187,-0.48987779119685015
70,RM,NoAlley,Reg,Lvl,Inside,OldTown,Artery,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,GasA,Ex,Y,SBrkr,0,1,0,3,1,TA,7,Typ,0,NoFirePlace,Detchd,1930.0,Unf,2,324,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,143000,-407.42954710764445,303.00751228985104,-0.1431097310969598
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,GasA,Ex,Y,FuseA,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950.0,Unf,1,306,TA,TA,Y,0,0,214,0,0,NoPool,GdPrv,WD,Normal,124000,-125.42952802228035,-346.9926390115524,-0.15535049793713895
20,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,GasA,TA,Y,SBrkr,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2,528,TA,TA,Y,0,140,0,100,0,NoPool,NoFence,WD,Normal,149900,408.57064231074514,-346.99240993044685,0.9172424132534402
20,RL,NoAlley,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,GasA,Ex,Y,SBrkr,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2,470,TA,TA,Y,0,0,280,0,0,NoPool,NoFence,WD,Abnorml,230000,15.570823984123763,-346.99230301956703,0.5279635547552513
30,RM,NoAlley,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,GasA,Ex,Y,SBrkr,0,1,0,2,1,TA,5,Typ,0,NoFirePlace,Detchd,2002.0,Unf,1,432,TA,TA,Y,0,0,96,0,0,NoPool,NoFence,WD,Normal,120500,-241.42958445965553,-346.99270621493474,-0.4533493247461404
60,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,GasA,TA,Y,SBrkr,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,2,492,TA,TA,Y,60,84,0,273,0,NoPool,GdPrv,WD,Normal,201800,-193.4295356394506,571.0075818847629,0.49575246976805865
20,RL,NoAlley,IR1,Lvl,Corner,Veenker,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,GasA,TA,Y,SBrkr,1,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,21,0,180,0,NoPool,NoFence,WD,Normal,218000,379.57063566181046,-346.9924200369333,0.2898336235654586
80,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,GasA,Gd,Y,SBrkr,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2,502,TA,TA,Y,0,92,0,0,0,NoPool,MnPrv,WD,Normal,179900,161.57059848533845,-346.9924845195186,0.13875023028059097
120,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,NoPool,NoFence,WD,Normal,230000,256.5706047917156,-346.99246529771347,-0.8389373019728232
20,RL,NoAlley,Reg,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2008.0,RFn,3,830,TA,TA,Y,0,24,0,0,0,NoPool,NoFence,ConLD,Partial,235128,522.5706663890105,-346.99237204901124,0.3904721427829845
60,RL,NoAlley,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,GasA,TA,Y,SBrkr,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2,540,Gd,TA,Y,0,69,0,0,0,NoPool,NoFence,WD,Normal,185000,-156.42951647819166,586.0075952947623,0.06430985700466785
160,RL,NoAlley,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,GasA,Fa,Y,SBrkr,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,26,0,0,0,0,NoPool,NoFence,WD,Normal,146000,-202.42956435997542,254.00750961411137,-1.6897313050344902
20,RL,NoAlley,IR1,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,GasA,Ex,Y,SBrkr,1,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,924,TA,TA,Y,108,0,0,0,0,NoPool,NoFence,WD,Normal,224000,238.57073258677815,-346.99235319473644,0.5059399783422567
20,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,GasA,Gd,Y,SBrkr,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,129000,-163.4295454324648,-346.99266005921555,0.19474093435060702
90,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,GasA,TA,Y,SBrkr,2,0,2,0,2,TA,6,Typ,0,NoFirePlace,CarPort,1969.0,Unf,2,400,Fa,TA,Y,120,0,0,0,0,NoPool,NoFence,WD,Alloca,108959,140.57059869885188,-346.99248732606145,0.2587030832769095
80,RL,NoAlley,IR1,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,GasA,Ex,Y,SBrkr,1,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,588,TA,TA,Y,168,180,0,0,0,NoPool,NoFence,WD,Normal,194000,302.57064594810345,-346.9924218000098,0.6225595596088525
20,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,NoPool,NoFence,New,Partial,233170,444.5706502588148,-346.9923976588457,0.12217567556652398
20,RL,NoAlley,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,NoPool,NoFence,WD,Normal,245350,636.5706875266824,-346.9923368062229,0.10567569034505198
60,RL,NoAlley,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,GasA,Ex,Y,SBrkr,1,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,38,0,0,0,NoPool,NoFence,WD,Normal,173000,-98.42951622538249,365.0075650650144,0.0907621401143679
70,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,GasA,Ex,Y,SBrkr,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,0,0,90,0,NoPool,NoFence,WD,Normal,235000,69.57060005097992,525.007662099018,0.6388989604627682
60,RL,NoAlley,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,GasA,Ex,Y,SBrkr,1,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,807,TA,TA,Y,361,76,0,0,0,NoPool,NoFence,WD,Normal,625000,872.5706938229041,1449.0078183123778,1.4733356703125455
80,RL,NoAlley,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,GasA,TA,Y,SBrkr,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,0,0,0,576,Gd,GdPrv,WD,Normal,171000,38.57054842996854,-346.99254699559043,0.13473089029973373
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,GasA,Ex,Y,SBrkr,1,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,0,0,288,0,NoPool,NoFence,WD,Normal,163000,203.57059001777407,-346.9924861213514,0.06430985700466785
160,FV,Pave,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,GasA,Ex,Y,SBrkr,0,2,1,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,54,0,0,0,NoPool,NoFence,WD,Normal,171900,-432.4297042844803,278.00742937949343,-1.018293081170107
50,RL,NoAlley,IR1,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,GasA,TA,Y,SBrkr,0,3,0,3,1,Ex,12,Maj1,1,Gd,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,122,0,0,0,0,NoPool,MnPrv,WD,Normal,200500,540.5706831602238,624.0078422632196,0.944640388982414
70,RL,NoAlley,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,GasA,TA,Y,SBrkr,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,239000,-105.42940303583623,828.0076771890988,0.6132015244535456
50,RL,NoAlley,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,GasA,Ex,Y,SBrkr,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,541,TA,TA,Y,0,33,0,0,0,NoPool,NoFence,WD,Normal,285000,625.570818139849,396.00783510656896,0.25559548295298207
20,RL,NoAlley,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,GasA,TA,Y,SBrkr,1,1,0,3,1,TA,5,Typ,0,NoFirePlace,Attchd,1984.0,Unf,1,264,TA,TA,Y,362,0,0,0,0,NoPool,MnPrv,WD,Normal,119500,-181.42952458028583,-346.99264391800847,-0.5102079725461994
50,RM,Grvl,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,5,Typ,0,NoFirePlace,Detchd,1926.0,Unf,1,210,TA,TA,N,0,0,116,0,0,NoPool,NoFence,WD,Normal,115000,-239.42958339864356,59.00744680428704,-0.9159221795299342
50,RL,NoAlley,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,GasA,Ex,Y,SBrkr,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,186,Fa,TA,Y,192,0,102,0,0,NoPool,NoFence,WD,Normal,154900,-326.4295681806076,176.00747874312327,-0.2466526707140293
20,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,GasA,Gd,Y,SBrkr,0,1,0,3,1,TA,5,Min2,1,Gd,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,36,190,0,0,NoPool,NoFence,WD,Normal,93000,-1057.429274173827,-346.9925442887457,-0.008744822294465493
60,RL,NoAlley,IR2,Lvl,Corner,Timber,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,GasA,Ex,Y,SBrkr,0,2,1,4,1,TA,8,Typ,0,NoFirePlace,Attchd,1990.0,Fin,2,693,TA,TA,Y,0,0,0,0,0,NoPool,GdPrv,WD,Normal,250000,158.57061347835815,869.0077071469786,0.27375269735777863
120,RM,NoAlley,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482,TA,TA,Y,162,53,0,0,0,NoPool,NoFence,New,Partial,392500,542.5706883287614,-346.9923495067146,-0.447302260744447
60,RL,NoAlley,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,GasA,Ex,Y,SBrkr,1,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,813,TA,TA,Y,171,78,0,0,555,Ex,MnPrv,WD,Abnorml,745000,1338.5707748348523,1718.007890286239,0.8883856681524165
30,RL,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,GasA,Ex,Y,SBrkr,1,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,720,TA,TA,Y,229,0,0,0,0,NoPool,NoFence,WD,Normal,120000,62.570550628580804,-346.9925415962992,0.1023771732687706
20,RL,NoAlley,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,GasA,Gd,Y,SBrkr,1,1,1,3,1,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,995,TA,TA,Y,0,263,0,263,0,NoPool,NoFence,WD,Normal,186700,514.5706648002026,-346.99237461682276,1.0551485564625658
50,RL,NoAlley,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,GasA,Gd,Y,SBrkr,1,1,0,4,1,TA,7,Typ,0,NoFirePlace,Attchd,1965.0,Unf,1,392,TA,TA,Y,0,0,236,0,0,NoPool,NoFence,WD,Normal,104900,-273.42949428880297,-74.99253727031919,0.011308731461440402
190,RL,NoAlley,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,GasA,TA,Y,SBrkr,1,2,0,3,2,TA,7,Typ,0,NoFirePlace,CarPort,1920.0,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,NoPool,NoFence,WD,Abnorml,95000,-79.42948782192809,338.00757693042664,0.35862877673284466
20,RL,NoAlley,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,GasA,Ex,Y,SBrkr,1,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,757,TA,TA,Y,0,114,192,0,0,NoPool,GdPrv,WD,Normal,262000,566.5706748731113,-346.99235815427403,0.4130571478403162
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2002.0,RFn,2,493,TA,TA,Y,144,68,0,0,0,NoPool,NoFence,WD,Normal,195000,-226.42957658333694,482.00754673519685,-0.005847496975382782
60,RL,NoAlley,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,GasA,Gd,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,442,TA,TA,Y,140,60,0,0,0,NoPool,NoFence,WD,Normal,189000,-63.4294826400718,429.0075956090331,-0.21843133630844846
190,RL,NoAlley,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,GasA,Ex,Y,SBrkr,1,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,1356,TA,TA,Y,439,0,0,0,0,NoPool,NoFence,WD,Normal,168000,191.57073384296086,-346.9923587776469,1.247336488105093
160,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,GasA,Ex,Y,SBrkr,0,2,1,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,1999.0,Unf,2,492,TA,TA,Y,206,0,0,0,0,NoPool,NoFence,WD,Normal,174000,-281.429615192616,330.0074946396823,-1.5591253262248888
50,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,GasA,Gd,Y,SBrkr,0,1,0,3,1,Gd,6,Typ,0,NoFirePlace,Detchd,1925.0,Unf,1,250,TA,Fa,P,0,0,84,0,0,NoPool,GdWo,WD,Normal,125000,-355.42954864952367,283.0075114272527,-0.0012482821947124023
